ticker,current_pe,forward_pe,market_cap,revenue,net_income,ebitda,gross_profit,roe,roa,roce,profit_margins,operating_margins,gross_margins,fcf_margin,fcf_to_net_income,gp_to_assets,asset_turnover,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,dividend_yield,payout_ratio,beta,sector,industry
DMART.NS,96.14286,77.25272,2627660152832,638804099072.0,27325999104.0,44620201984.0,92528099328.0,0.12699,0.093660004,,0.042779997,0.057579998,0.14485,,,,,0.155,0.038,0.039,7.031,2.493,0.116,,0.0,0.357,Consumer Defensive,Discount Stores
DRREDDY.NS,17.699203,3.625368,1035576344576,342149005312.0,58619998208.0,88670003200.0,193081999360.0,0.1736,0.087840006,,0.17132999,0.18445998,0.56431997,,,,,0.098,0.146,0.145,16.167,1.852,1.129,0.64,0.113800004,0.358,Healthcare,Drug Manufacturers - Specialty & Generic
EASEMYTRIP.NS,147.79999,,26909898752,5221810176.0,176230000.0,623560000.0,3216669952.0,0.015700001,0.02586,,0.03375,0.11401,0.61601,,,,,-0.182,,,4.102,2.463,1.629,,0.0,-0.111,Consumer Cyclical,Travel Services
EICHERMOT.NS,38.314266,31.548723,1956987928576,212906196992.0,51073200128.0,48749498368.0,91775098880.0,0.24874,0.10108,,0.23989001,0.21264,0.43106,,,,,0.448,0.244,0.245,2.018,1.587,1.046,0.98,0.3765,0.072,Consumer Cyclical,Auto Manufacturers
EIHOTEL.NS,35.19737,31.208334,234198876160,28537489408.0,6650149888.0,10705510400.0,18956040192.0,0.15303001,0.107200004,,0.23302999,0.19927,0.66425,,,,,-0.04,-0.125,-0.124,5.176,2.999,2.429,0.4,0.14109999,-0.492,Consumer Cyclical,Lodging
ELECON.NS,22.324217,25.846733,115430260736,23951599616.0,5171800064.0,5795100160.0,10708700160.0,0.25869,0.12126,,0.21593,0.17358999,0.44709998,,,,,0.138,0.0,0.0,11.49,3.567,2.722,0.39,0.0868,0.372,Industrials,Specialty Industrial Machinery
EMAMILTD.NS,29.756521,23.936207,224409272320,37151285248.0,7537781248.0,9379204096.0,25285496832.0,0.2713,0.13399,,0.20289,0.16689,0.68060994,,,,,-0.103,-0.302,-0.302,2.457,2.739,1.734,2.73,0.579,0.049,Consumer Defensive,Household & Personal Products
ENDURANCE.NS,43.106792,76.94318,380971253760,127243599872.0,8831429632.0,16963380224.0,54888431616.0,0.15271,0.07127,,0.069409996,0.08285,0.43136,,,,,0.23,0.12,0.12,19.638,1.456,0.947,0.37,0.1593,0.689,Consumer Cyclical,Auto Parts
ENGINERSIN.NS,20.456636,26.817808,110031036416,35664629760.0,5374297088.0,5948357120.0,7681629184.0,0.21128,0.06903,,0.15069,0.11897001,0.21539,,,,,0.337,-0.158,-0.162,0.731,1.169,0.685,2.04,0.4182,0.74,Industrials,Engineering & Construction
ERIS.NS,54.640865,40.0,226937356288,29864300544.0,4150599936.0,10551600128.0,22330400768.0,0.1342,0.06783,,0.13898,0.27733,0.74773,,,,,0.069,0.311,0.312,68.185,0.914,0.473,0.88,0.24139999,-0.09,Healthcare,Drug Manufacturers - Specialty & Generic
ESCORTS.NS,31.948246,29.933804,398309916672,106845102080.0,12471700480.0,12544199680.0,30962900992.0,0.11486,0.047620002,,0.22035,0.10659,0.28979,,,,,0.122,-0.019,-0.019,0.871,3.681,3.016,1.27,0.24700001,0.079,Industrials,Farm & Heavy Construction Machinery
EXIDEIND.NS,40.49083,22.770111,319088328704,174117699584.0,7886099968.0,17467899904.0,55816798208.0,0.05558,0.03529,,0.045289997,0.05483,0.32057,,,,,-0.019,-0.257,-0.257,11.151,1.218,0.428,0.53,0.2157,0.435,Consumer Cyclical,Auto Parts
FEDERALBNK.NS,15.33542,20.963217,602540408832,136078794752.0,39453458432.0,,136078794752.0,0.11451,0.01133,,0.28993,0.39277,0.0,,,,,0.02,-0.097,-0.095,,,,0.49,0.075100005,0.202,Financial Services,Banks - Regional
FINEORG.NS,34.363926,29.918911,139138039808,23092989952.0,4054547968.0,4777440768.0,9122726912.0,0.17639999,0.10696,,0.17557,0.20483999,0.39504,,,,,0.002,-0.076,-0.076,0.661,11.869,8.501,0.24,0.0832,-0.138,Basic Materials,Specialty Chemicals
FORTIS.NS,68.47584,71.89695,695579967488,84369866752.0,10139952128.0,17692276736.0,49001914368.0,0.112679996,0.06305,,0.120179996,0.19322,0.5808,,,,,0.173,0.821,0.824,32.958,0.964,0.837,0.11,0.074499995,0.549,Healthcare,Medical Care Facilities
GABRIEL.NS,57.48591,50.236454,146488082432,43684081664.0,2554720000.0,4107160064.0,11092910080.0,0.21625,0.097629994,,0.058480002,0.07445,0.25393,,,,,0.149,0.098,0.097,8.126,1.566,0.925,0.48,0.2643,0.521,Consumer Cyclical,Auto Parts
GAIL.NS,11.023494,10.847066,1203173851136,1441246347264.0,109149298688.0,128281296896.0,242717900800.0,0.12713,0.04758,,0.075729996,0.06426,0.16841,,,,,0.049,-0.268,-0.268,25.373,0.906,0.485,4.1,0.45209998,0.534,Utilities,Utilities - Regulated Gas
GALAXYSURF.NS,25.50965,21.318401,73114787840,47907098624.0,2864600064.0,4532899840.0,12870700032.0,0.11924,0.06382,,0.05979,0.06084,0.26865998,,,,,0.248,-0.215,-0.215,10.558,2.097,1.217,1.07,0.2723,0.196,Basic Materials,Specialty Chemicals
GHCL.NS,10.0,7.6542416,57210929152,30773600256.0,5695000064.0,7983799808.0,14278200320.0,0.16726999,0.10592,,0.18506001,0.17969,0.46398,,,,,-0.09,-0.313,-0.311,2.663,5.976,4.077,2.02,0.2015,-0.477,Basic Materials,Chemicals
GILLETTE.NS,50.5065,,269691535360,29705500672.0,5739899904.0,8333399552.0,18328999936.0,,,,0.19323,0.23197001,0.61702,,,,,0.037,0.08,0.08,0.004,1.767,1.111,1.35,0.6717,0.03,Consumer Defensive,Household & Personal Products
GLAXO.NS,44.249775,43.14162,423159300096,37089005568.0,9552529408.0,11873868800.0,23315683328.0,0.56517,0.19386,,0.25756,0.32481998,0.62864,,,,,-0.031,0.019,0.02,2.091,1.775,1.43,1.68,0.74480003,-0.021,Healthcare,Drug Manufacturers - General
GLENMARK.NS,51.542763,43.413372,520434712576,159966216192.0,10098400256.0,39175208960.0,113716838400.0,0.11203,0.13229999,,0.06313,0.36686,0.71088,,,,,0.761,0.723,0.723,12.776,1.646,0.929,0.27,0.1397,0.316,Healthcare,Drug Manufacturers - Specialty & Generic
GLOBUSSPR.NS,68.507835,10.712745,31650856960,26180014080.0,458968992.0,1843248000.0,7792513024.0,0.04458,0.031659998,,0.01753,0.05627,0.29764998,,,,,0.037,15.778,14.574,45.349,0.939,0.564,0.25,0.1725,0.324,Consumer Defensive,Beverages - Wineries & Distilleries
GMMPFAUDLR.NS,80.00672,22.03148,53500825600,33049600000.0,671100032.0,3558000128.0,18972899328.0,0.055040002,0.04514,,0.02031,0.09432,0.57407004,,,,,0.12,1.401,1.4,89.639,1.659,0.686,0.17,0.134,-0.054,Industrials,Specialty Industrial Machinery
GNFC.NS,11.364265,7.852927,72530419712,75234500608.0,6367699968.0,7062700032.0,17404000256.0,0.074829996,0.023540001,,0.08464,0.052849997,0.23132999,,,,,0.027,0.706,0.705,0.15,5.155,2.232,3.66,0.4154,-0.251,Basic Materials,Chemicals
GODFRYPHLP.NS,35.333984,25.764496,450506522624,59374321664.0,12722604032.0,12231114752.0,24504723456.0,0.24123,0.10054,,0.21162,0.22114,0.41272,,,,,-0.069,0.225,0.228,3.005,2.233,0.765,1.28,0.3877,0.252,Consumer Defensive,Tobacco
GODREJCP.NS,63.284584,50.983234,1151354798080,148533297152.0,18220900352.0,28985999360.0,77078798336.0,0.14976,0.08743,,0.12267,0.17456,0.51893,,,,,0.043,-0.065,-0.065,33.818,0.992,0.649,1.78,1.123,0.232,Consumer Defensive,Household & Personal Products
GODREJIND.NS,36.769447,,353441218560,225806204928.0,9629800448.0,41511501824.0,94991900672.0,0.10305,0.02595,,0.04265,0.20135,0.42068002,,,,,0.228,-0.158,-0.157,212.69,1.13,0.207,,0.0,0.25,Industrials,Conglomerates
GODREJPROP.NS,40.482086,85.169044,629792309248,42655498240.0,15498300416.0,-6102099968.0,16267700224.0,0.103599995,-0.00746,,0.36334,-0.72813004,0.38137,,,,,-0.323,0.116,0.208,87.886,1.334,0.207,,0.0,0.415,Real Estate,Real Estate - Development
GRANULES.NS,25.706188,18.527012,132060323840,48422178816.0,5128759808.0,9924899840.0,29676630016.0,0.13843,0.07567,,0.10592,0.15899,0.61287,,,,,0.342,0.342,0.343,45.369,1.277,0.571,0.28,0.0709,-0.107,Healthcare,Drug Manufacturers - Specialty & Generic
GRAPHITE.NS,45.048702,10.617945,108433457152,25830299648.0,2411099904.0,1158700032.0,12493299712.0,0.04047,0.00178,,0.093339995,0.02606,0.48367,,,,,0.134,-0.609,-0.605,4.572,3.623,2.638,1.98,0.8929,1.042,Industrials,Electrical Equipment & Parts
GRASIM.NS,42.91902,117.27273,1855984500736,1596632596480.0,42881798144.0,314278510592.0,905769517056.0,0.058280002,0.03184,,0.02686,0.14468001,0.5673,,,,,0.189,0.396,0.42,126.634,0.915,0.315,0.37,0.1571,0.202,Basic Materials,Building Materials
GRINDWELL.NS,44.246216,35.38324,168327626752,28903153664.0,3806950912.0,5022213120.0,15560835072.0,0.17528999,0.08813,,0.13171,0.14758,0.53838,,,,,0.117,0.11,0.111,3.481,2.635,1.773,1.12,0.4945,0.33,Industrials,Building Products & Equipment
GRSE.NS,52.358734,52.62283,322796355584,59002953728.0,6163986944.0,5605481984.0,10741316608.0,0.29792,0.030869998,,0.10446999,0.08602,0.18205,,,,,0.455,0.573,0.573,1.393,1.186,0.461,0.38,0.2574,0.297,Industrials,Aerospace & Defense
GSFC.NS,11.207513,10.864162,74924367872,101080375296.0,6681455104.0,8169539072.0,24006989824.0,0.051609997,0.025510002,,0.0661,0.08976,0.2375,,,,,0.21,0.085,0.087,0.011,4.307,2.178,2.66,0.2983,-0.012,Basic Materials,Agricultural Inputs
GSPL.NS,16.339727,20.162273,168681013248,167657734144.0,10298878976.0,24487692288.0,41424777216.0,0.10007,0.05234,,0.06143,0.108059995,0.24708,,,,,0.004,-0.074,-0.074,0.876,1.503,1.381,1.68,0.274,0.424,Utilities,Utilities - Regulated Gas
GTPL.NS,28.019392,8.586588,11375636480,36386340864.0,405820000.0,3524090112.0,9232900096.0,0.02762,0.009330001,,0.01115,0.01995,0.25375,,,,,0.119,-0.339,-0.28,29.458,0.64,0.557,1.98,0.554,0.412,Communication Services,Entertainment
GUJGASLTD.NS,24.5687,14.075186,274842435584,159061901312.0,11163199488.0,17972099072.0,32345100288.0,0.1339,0.064229995,,0.07018,0.08279,0.20335,,,,,-0.0,-0.089,-0.094,1.739,1.052,0.505,1.46,0.35900003,0.079,Utilities,Utilities - Regulated Gas
HAL.NS,36.232456,35.890026,3073021050880,321047789568.0,84693303296.0,81126301696.0,184104402944.0,0.24792999,0.041550003,,0.2638,0.15054,0.57345,,,,,0.109,0.105,0.105,0.031,2.194,1.34,0.87,0.3159,0.424,Industrials,Aerospace & Defense
HATSUN.NS,70.942375,47.241535,233083797504,92379496448.0,3353100032.0,10459299840.0,27019800576.0,0.19368,0.0867,,0.0363,0.07448,0.29249,,,,,0.172,0.702,0.703,109.967,0.552,0.065,1.15,0.4068,-0.109,Consumer Defensive,Packaged Foods
HAVELLS.NS,61.717342,46.248394,903996964864,216672206848.0,14628500480.0,20607299584.0,71861403648.0,0.17709999,0.08151,,0.06751,0.0696,0.33166,,,,,0.053,0.187,0.189,3.292,1.755,0.538,0.69,0.4286,0.306,Industrials,Electrical Equipment & Parts
HCLTECH.NS,25.707434,22.892939,4356563533824,14220000256.0,1975000064.0,2857999872.0,4910000128.0,0.24326,0.13113,,0.13889,0.17481,0.34529,,,,,0.058,-0.039,-0.04,9.495,2.294,2.084,2.99,0.86300004,0.288,Technology,Information Technology Services
HDFCBANK.NS,22.833448,10.357513,15349747548160,2683703394304.0,723600670720.0,,2683703394304.0,0.108430006,0.01653,,0.26962999,0.39472,0.0,,,,,-0.072,0.091,0.1,,,,1.1,0.2515,0.453,Financial Services,Banks - Regional
HDFCLIFE.NS,86.916954,121.26984,1648574988288,918468100096.0,18937899008.0,22468149248.0,93741400064.0,0.11649,0.00386,,0.02062,0.025139999,0.102060005,,,,,-0.275,0.035,0.033,13.88,1.145,0.45,0.27,0.2392,0.573,Financial Services,Insurance - Life
HEG.NS,37.73988,13.186223,97193025536,23367811072.0,2578853888.0,4665012224.0,13869245440.0,0.05661,0.02755,,0.110360004,0.09239,0.59352,,,,,0.232,0.744,0.742,13.812,2.407,1.155,0.36,0.1347,1.045,Industrials,Electrical Equipment & Parts
HEIDELBERG.NS,31.961267,19.089378,41142648832,22644799488.0,1288000000.0,2712100096.0,17244200960.0,0.097229995,0.04162,,0.05688,0.05975,0.76151,,,,,0.109,1.245,1.224,5.868,1.031,0.501,3.86,1.2324,0.222,Basic Materials,Building Materials
HEROMOTOCO.NS,22.727274,20.769241,1200989929472,421758402560.0,52830601216.0,60564000768.0,143329099776.0,0.26332,0.10978,,0.12526,0.13535,0.33984002,,,,,0.166,0.231,0.231,3.395,1.888,1.537,2.17,0.62520003,0.709,Consumer Cyclical,Auto Manufacturers
HINDALCO.NS,9.737073,10.240793,1738258776064,2535700037632.0,177630003200.0,340889993216.0,817140006912.0,0.14206,0.0598,,0.07005,0.10318,0.32224998,,,,,0.135,0.214,0.213,57.571,1.475,0.583,0.64,0.0626,0.859,Basic Materials,Aluminum
HINDCOPPER.NS,53.517887,21.96853,303790587904,22935877632.0,5680860160.0,9206961152.0,21998862336.0,0.21079999,0.12893,,0.24768,0.34505,0.95915,,,,,0.382,0.8,0.808,4.776,1.373,0.598,0.46,0.2483,1.743,Basic Materials,Copper
HINDPETRO.NS,7.2100844,8.646024,1004119392256,4297593454592.0,139293196288.0,268744605696.0,455539195904.0,0.27104,0.06892,,0.03241,0.05223,0.106000006,,,,,0.009,26.075,26.051,110.909,0.592,0.164,3.28,0.1604,1.036,Energy,Oil & Gas Refining & Marketing
HINDUNILVR.NS,52.631916,48.171654,5718313795584,642430009344.0,108889997312.0,142029996032.0,325409996800.0,0.21819,0.10227,,0.16950001,0.20756,0.50653,,,,,0.02,0.036,0.036,3.611,1.091,0.689,1.77,0.9279,0.324,Consumer Defensive,Household & Personal Products
HINDZINC.NS,18.346678,15.067291,1936463626240,332000002048.0,105640001536.0,177329995776.0,241409998848.0,0.99113,0.25964,,0.31819,0.43021,0.72713995,,,,,0.035,0.138,0.138,88.173,0.86,0.621,6.33,0.4,0.541,Basic Materials,Other Industrial Metals & Mining
HMVL.NS,6.3298154,2.4479592,5290862080,7785800192.0,837100032.0,-248300000.0,3688999936.0,0.054920003,-0.00985,,0.10752,-0.07457,0.47381002,,,,,0.145,-0.271,-0.273,5.327,1.623,1.358,,0.0,0.004,Communication Services,Publishing
HOMEFIRST.NS,25.253508,18.611311,121318612992,9163419648.0,4528130048.0,,9159260160.0,0.14366001,0.03605,,0.49415,0.66476995,0.99955004,,,,,0.353,0.244,0.43,240.452,377.14,371.266,0.32,0.0798,0.384,Financial Services,Mortgage Finance
HSCL.NS,33.451023,26.699999,222265819136,44646211584.0,6560035840.0,9249804288.0,15544854528.0,0.17351,0.108559996,,0.14693,0.20583999,0.34818,,,,,-0.058,0.305,0.305,21.091,2.363,1.202,0.14,0.0456,0.058,Basic Materials,Specialty Chemicals
ICICIBANK.NS,18.51927,36.09647,9789153214464,1909342994432.0,533002452992.0,,1909342994432.0,0.17599002,0.0219,,0.27915,0.35821998,0.0,,,,,0.079,0.02,0.032,,,,0.8,0.1488,0.276,Financial Services,Banks - Regional
ICRA.NS,31.249678,31.050484,58596446208,5181527040.0,1880188032.0,1801954944.0,2450075904.0,0.18423,0.08375,,0.36286,0.32454,0.47285,,,,,0.083,0.301,0.302,1.121,5.86,5.629,0.99,0.3075,0.139,Financial Services,Financial Data & Stock Exchanges
IDFCFIRSTB.NS,42.80328,14.905974,673096859648,217504006144.0,14370400256.0,,217504006144.0,0.03441,0.00409,,0.06607,0.07631,0.0,,,,,0.161,0.25,0.641,,,,0.32,0.1366,0.496,Financial Services,Banks - Regional
IEX.NS,26.72727,31.71236,125498048512,7025585152.0,4684486144.0,5992621056.0,7013632000.0,0.40870997,0.20558001,,0.66678,0.85725,0.9983,,,,,0.092,0.139,0.139,0.299,2.473,2.393,2.13,0.5682,0.313,Financial Services,Capital Markets
IGL.NS,17.666666,6.9043536,282109050880,156551200768.0,15970100224.0,17758500864.0,32777299968.0,0.14575,0.05132,,0.102010004,0.0777,0.20937,,,,,0.088,-0.151,-0.151,0.903,1.184,1.087,1.49,0.3728,0.47,Utilities,Utilities - Regulated Gas
IIFL.NS,27.094831,11.210298,229555142656,59796201472.0,8580599808.0,,59539501056.0,0.07253,0.01561,,0.1435,0.39014,0.99571,,,,,0.198,,,401.134,245.209,245.12,,0.0,0.408,Financial Services,Credit Services
IMAGICAA.NS,114.0,35.014286,27743686656,3761714944.0,230196000.0,1316681984.0,3192592896.0,0.01972,0.01244,,0.061189998,-0.82846,0.84871,,,,,0.046,,,15.4,0.458,0.209,,0.0,0.101,Communication Services,Entertainment
INDHOTEL.NS,62.135593,43.45471,1043805372416,93025099776.0,16859100160.0,31025000448.0,57991798784.0,0.15217,0.095369995,,0.18123,0.2395,0.6234,,,,,0.124,-0.486,-0.486,25.013,2.01,1.732,0.31,0.19,-0.373,Consumer Cyclical,Lodging
INDIAMART.NS,26.177063,24.125683,140547489792,14724589568.0,5378240000.0,5182759936.0,8191669760.0,0.26791,0.08132,,0.36526,0.31353,0.55632997,,,,,0.125,-0.39,-0.388,1.325,2.297,2.275,1.28,0.3357,0.435,Communication Services,Internet Content & Information
INDIGO.NS,44.24883,28.442444,2259039289344,833141997568.0,51108999168.0,132303003648.0,290864005120.0,0.82192004,0.06408,,0.061339997,0.04479,0.34912,,,,,0.093,,,866.462,1.438,1.268,0.17,0.0757,0.783,Industrials,Airlines
INFY.NS,22.12516,21.363384,6404504027136,19687000064.0,3264999936.0,4507500032.0,5884000256.0,0.29026,0.14859,,0.16584998,0.20981,0.29888,,,,,0.037,0.066,0.08,8.437,2.28,2.044,2.91,0.64239997,0.338,Technology,Information Technology Services
INGERRAND.NS,46.296913,123.66963,122663772160,13411235840.0,2646424064.0,3596011008.0,5900685824.0,0.4105,0.23010999,,0.19733,0.22451,0.43998,,,,,-0.001,0.0,0.0,1.509,2.272,1.634,2.06,0.9543,-0.089,Industrials,Specialty Industrial Machinery
IOC.NS,9.2663355,9.740978,2363189362688,7602535661568.0,248701894656.0,543823101952.0,1116037971968.0,0.13166,0.04572,,0.03271,0.06728,0.1468,,,,,0.021,,,72.631,0.696,0.142,1.79,0.16620001,0.801,Energy,Oil & Gas Refining & Marketing
IPCALAB.NS,44.051254,30.177639,366991835136,93590396928.0,8317400064.0,17938900992.0,62064398336.0,0.10054,0.07495,,0.088870004,0.17273001,0.66315,,,,,0.086,0.365,0.231,14.425,2.568,1.313,0.28,0.122,0.189,Healthcare,Drug Manufacturers - Specialty & Generic
IRCTC.NS,40.162884,33.57977,552320040960,47988568064.0,13720461312.0,15782644736.0,18114828288.0,0.35252997,0.13473,,0.28591,0.34277,0.37748,,,,,0.077,0.112,0.111,1.836,2.116,1.481,1.3,0.4662,0.099,Industrials,Railroads
IRFC.NS,22.7271,23.35098,1556328349696,70226403328.0,68352000000.0,,70216597504.0,0.12698,0.0136899995,,0.97331,0.97449994,0.99986,,,,,0.104,0.106,0.102,730.143,6.466,6.457,2.23,0.3053,0.281,Financial Services,Credit Services
ITC.NS,25.316572,21.522427,5109856600064,785515872256.0,201764306944.0,262322601984.0,438437216256.0,0.27811,0.16612,,0.44597998,0.32099,0.55815,,,,,-0.06,0.025,0.027,0.507,3.043,1.613,3.85,0.8908,-0.077,Consumer Defensive,Tobacco
J&KBANK.NS,5.534774,6.5248446,115679223808,69695094784.0,20899561472.0,,69695094784.0,0.148,0.012510001,,0.29986998,0.39578998,0.0,,,,,-0.059,-0.106,-0.105,,,,2.05,0.113299996,0.316,Financial Services,Banks - Regional
JAGRAN.NS,8.807304,5.480407,15220562944,19249174528.0,1726541952.0,2450093056.0,9762621440.0,0.06528,0.041939996,,0.08969,0.09828,0.50716996,,,,,0.047,0.365,0.365,9.556,2.606,2.175,8.58,0.7557,0.331,Communication Services,Publishing
JAICORPLTD.NS,14.966386,,25009537024,6653687808.0,1670662016.0,1817181952.0,2891885056.0,0.11658,0.07131,,0.25048,0.20474,0.43463,,,,,0.157,0.594,0.557,0.063,35.041,23.326,0.35,0.0525,-0.455,Basic Materials,Specialty Chemicals
JBCHEPHARM.NS,38.164165,28.425072,271110782976,40918085632.0,7183818240.0,10783941632.0,27229319168.0,0.20472999,0.13086,,0.17557,0.24441,0.66546,,,,,0.084,0.189,0.19,1.075,3.79,2.272,0.9,0.3422,-0.074,Healthcare,Drug Manufacturers - Specialty & Generic
JINDALSAW.NS,7.611524,6.4235296,104367718400,186361741312.0,13736263680.0,27704080384.0,81091944448.0,0.10207,0.06439,,0.073709995,0.06982,0.43513,,,,,-0.24,-0.695,-0.696,43.953,1.53,0.52,1.22,0.0929,0.186,Basic Materials,Steel
JINDALSTEL.NS,38.466667,51.087063,1056763150336,489141796864.0,27432800256.0,82292498432.0,264671199232.0,0.05647,0.038680002,,0.05608,0.11395001,0.54109,,,,,0.042,-0.26,-0.259,38.018,0.991,0.31,0.19,0.074,0.63,Basic Materials,Steel
JINDWORLD.NS,47.642857,,33455712256,23430764544.0,698200000.0,1739702016.0,5234186240.0,0.08894,0.054899998,,0.0298,0.046469998,0.22339001,,,,,0.004,-0.302,-0.313,71.079,1.868,1.221,0.11,0.0,-0.604,Consumer Cyclical,Textile Manufacturing
JISLJALEQS.NS,55.192776,,33601660928,60874858496.0,591139968.0,8318589952.0,25828829184.0,0.0091699995,0.03184,,0.00971,0.10227,0.42429,,,,,0.202,,,68.821,1.26,0.521,,0.0,-0.073,Industrials,Conglomerates
JKCEMENT.NS,42.016743,80.93593,434324832256,128834199552.0,10349299712.0,23715399680.0,82487402496.0,0.17202999,0.06743,,0.08033,0.098400004,0.64026,,,,,0.179,0.276,0.276,99.562,1.242,0.544,0.27,0.111999996,0.327,Basic Materials,Building Materials
JKIL.NS,11.222881,9.889706,45796544512,59460149248.0,4082408960.0,8558435840.0,15701518336.0,0.13688,0.07588,,0.06866,0.11337,0.26407,,,,,0.039,0.004,0.006,24.572,1.644,0.963,0.66,0.074200004,0.01,Industrials,Engineering & Construction
JKLAKSHMI.NS,20.489817,15.314065,98669985792,66671501312.0,4816900096.0,10544400384.0,38838599680.0,0.13453001,0.05799,,0.07225,0.08523,0.58254004,,,,,0.241,,,72.145,1.195,0.629,0.82,0.1674,0.2,Basic Materials,Building Materials
JMA.NS,7.678291,,2011611648,5807361024.0,279240992.0,306430016.0,788126976.0,0.114989996,0.0584,,0.04808,0.042859998,0.13571,,,,,0.118,0.412,0.41,,4.314,1.388,2.27,0.1744,-0.352,Consumer Cyclical,Auto Parts
JSWHL.NS,153.84068,,192263307264,1723282944.0,1245952000.0,1578471552.0,1723282944.0,0.00375,0.00263,,0.72301,0.95672,1.0,,,,,-0.485,-0.438,-0.439,,2787.267,3.897,,0.0,-0.08,Industrials,Conglomerates
JSWSTEEL.NS,46.297203,17.711184,2785236746240,1744959963136.0,60269998080.0,267860000768.0,733609984000.0,0.07279,0.04468,,0.03454,0.101009995,0.42042,,,,,0.138,2.689,2.697,118.74,1.093,0.397,0.25,0.11359999,0.595,Basic Materials,Steel
JUBLFOOD.NS,129.74669,20.214481,387298656256,88549580800.0,2940480000.0,12884469760.0,46373470208.0,0.13579,0.06216,,0.04164,0.105059996,0.5237,,,,,0.197,2.034,1.905,202.293,0.524,0.247,0.2,0.26549998,0.002,Consumer Cyclical,Restaurants
JUSTDIAL.NS,11.210692,24.88036,63668682752,11774600192.0,5680000000.0,3105600000.0,4549100032.0,0.123459995,0.034140002,,0.48239,0.25017,0.38634998,,,,,0.064,-0.225,-0.225,1.946,8.885,8.774,,0.0,0.155,Communication Services,Internet Content & Information
JYOTHYLAB.NS,32.679325,61.34653,113763049472,28813000704.0,3482200064.0,4743600128.0,14048300032.0,0.20938,0.119160004,,0.12086,0.14003,0.48757,,,,,0.003,-0.164,-0.164,3.737,2.793,1.68,1.13,0.3688,0.244,Consumer Defensive,Household & Personal Products
KAJARIACER.NS,42.730877,28.999441,171711447040,46662201344.0,4016999936.0,6676899840.0,26542000128.0,0.14096,0.08519,,0.07762,0.14465,0.56881,,,,,0.006,0.578,0.578,9.676,2.463,1.533,1.11,0.6746,0.5,Industrials,Building Products & Equipment
KALYANKJIL.NS,54.917038,35.018036,512723582976,285841260544.0,9310229504.0,16366980096.0,36991811584.0,0.19193001,0.059359998,,0.03257,0.05013,0.12941,,,,,0.295,0.984,0.995,99.88,1.295,0.13,0.3,0.1663,0.036,Consumer Cyclical,Luxury Goods
KANSAINER.NS,16.452297,24.240028,188298543104,78547501056.0,11451700224.0,8757399552.0,27507300352.0,0.18399,0.0551,,0.14579001,0.08236,0.3502,,,,,0.001,0.099,0.099,4.284,3.574,2.408,1.07,0.1767,-0.009,Basic Materials,Specialty Chemicals
KCP.NS,15.358798,45.879486,23067863040,25134899200.0,1500999936.0,3459699968.0,10812000256.0,0.12069,0.051009998,,0.059720002,0.099029996,0.43016,,,,,-0.002,-0.462,-0.462,39.481,2.367,1.341,0.14,0.0215,0.184,Basic Materials,Building Materials
KEC.NS,27.100777,16.222738,186127040512,233359392768.0,6831000064.0,16527099904.0,54885498880.0,0.12769,0.043369997,,0.02927,0.06236,0.2352,,,,,0.191,0.819,0.882,94.066,1.193,1.016,0.79,0.2132,0.036,Industrials,Engineering & Construction
KEI.NS,48.779434,41.232822,390242304000,107037040640.0,7906129920.0,10623450112.0,24257210368.0,0.16393,0.096140005,,0.073860005,0.09137999,0.22662,,,,,0.196,0.242,0.315,3.799,3.484,1.983,0.1,0.0479,0.24,Industrials,Electrical Equipment & Parts
KEYFINSERV.NS,8.169177,,1585684352,220083008.0,95887000.0,,204095008.0,0.06612,0.05898,,0.43569002,12.238509,0.92735,,,,,,,,0.964,5.361,5.361,0.35,0.029000001,-0.416,Financial Services,Capital Markets
KFINTECH.NS,53.201797,40.144264,183624302592,11751589888.0,3458010112.0,4822669824.0,7424809984.0,0.25816,0.1671,,0.29426,0.40023,0.63181,,,,,0.1,0.043,0.045,3.239,4.408,3.866,0.7,0.3752,-0.504,Technology,Software - Application
KIMS.NS,79.964195,59.991043,268133089280,34016999424.0,3360000000.0,7535000064.0,20201000960.0,0.14649999,0.06315,,0.09877,0.14354,0.59384996,,,,,0.236,-0.377,-0.377,123.719,0.719,0.528,,0.0,-0.151,Healthcare,Medical Care Facilities
KIRIINDUS.NS,36.910347,,32124069888,7992057856.0,1220317056.0,-763123968.0,2011533056.0,0.03907,-0.01555,,0.15269,-0.118710004,0.25169,,,,,-0.216,,-0.755,37.3,1.452,0.838,,0.0,-0.525,Basic Materials,Specialty Chemicals
KNRCON.NS,7.4835615,9.849159,46091538432,31395610624.0,6158879744.0,9093943296.0,11228993536.0,0.10775,0.07211,,0.19617,0.27452,0.35766,,,,,-0.668,-0.763,-0.763,48.727,4.38,1.621,0.15,0.0114,0.464,Industrials,Engineering & Construction
KOTAKBANK.NS,22.372482,18.147676,4151783456768,727388258304.0,185742295040.0,,727388258304.0,0.1178,0.02162,,0.25536,0.36106,0.0,,,,,-0.124,-0.114,-0.114,,,,0.12,0.026800001,0.192,Financial Services,Banks - Regional
